,index,DayPrecip,DayAirTmpMin,DayAirTmpMax,DayEto,DayAirTmpAvg,DaySolRadAvg,DayWindSpdAvg,Eto_values,Kc_values,Etc_values,Etc_cum,Soil_Water_Deficit,Soil_Water_Deficit_cum
110,2018-04-22,0.0,40.8,81.1,0.17,60.8,525.0,2.0,0.16,0.37239719214278644,0.05958355074284583,4.414719341184352,-0.05958355074284583,7.90528065881565
111,2018-04-23,0.0,48.3,80.5,0.18,61.6,539.0,2.7,0.17,0.3498640189572313,0.05947688322272932,4.474196224407081,-0.05947688322272932,7.845803775592921
112,2018-04-24,0.0,46.9,70.8,0.13,56.2,434.0,3.9,0.11,0.3529920383241105,0.038829124215652155,4.513025348622733,-0.038829124215652155,7.806974651377269
113,2018-04-25,0.0,41.9,70.1,0.15,54.3,502.0,3.9,0.13,0.35612005769098976,0.04629560749982867,4.559320956122562,-0.04629560749982867,7.76067904387744
114,2018-04-26,0.0,46.0,64.9,0.14,53.7,486.0,4.5,0.12,0.359248077057869,0.04310976924694428,4.602430725369507,-0.04310976924694428,7.717569274630495
115,2018-04-27,0.0,46.2,66.6,0.1,56.0,364.0,3.3,0.1,0.3623760964247482,0.03623760964247482,4.638668335011982,-0.03623760964247482,7.68133166498802
116,2018-04-28,0.0,44.8,63.5,0.08,54.2,301.0,2.3,0.08,0.3655041157916274,0.029240329263330193,4.667908664275312,-0.029240329263330193,7.65209133572469
117,2018-04-29,0.0,40.5,67.2,0.13,54.8,472.0,2.4,0.12,0.3686321351585066,0.04423585621902079,4.712144520494332,-0.04423585621902079,7.60785547950567
118,2018-04-30,0.0,39.5,67.0,0.14,53.2,475.0,1.9,0.13,0.37176015452538586,0.04832882008830016,4.7604733405826325,-0.04832882008830016,7.55952665941737
119,2018-05-01,0.0,39.8,71.0,0.16,54.5,538.0,2.5,0.15,0.3748881738922651,0.05623322608383976,4.816706566666472,-0.05623322608383976,7.50329343333353
120,2018-05-02,0.0,49.3,67.5,0.16,57.3,553.0,3.8,0.14,0.36801644701394354,0.051522302581952104,4.868228869248424,-0.051522302581952104,7.451771130751578
121,2018-05-03,0.0,49.1,68.3,0.11,55.1,422.0,2.1,0.11,0.36114472013562204,0.03972591921491842,4.907954788463342,-0.03972591921491842,7.41204521153666
122,2018-05-04,0.0,43.5,80.1,0.15,57.4,492.0,2.0,0.14,0.35427299325730055,0.04959821905602208,4.957553007519364,-0.04959821905602208,7.362446992480638
123,2018-05-05,0.0,43.7,71.3,0.11,56.1,417.0,2.6,0.12,0.347401266378979,0.041688151965477475,4.999241159484841,-0.041688151965477475,7.320758840515161
124,2018-05-06,0.0,46.8,67.7,0.14,56.8,489.0,3.3,0.13,0.34052953950065745,0.04426884013508547,5.043509999619927,-0.04426884013508547,7.276490000380075
125,2018-05-07,0.0,42.6,79.4,0.19,59.9,588.0,2.1,0.17,0.33365781262233596,0.05672182814579712,5.1002318277657235,-0.05672182814579712,7.219768172234279
126,2018-05-08,0.0,44.2,76.4,0.17,59.1,583.0,1.4,0.16,0.32678608574401447,0.05228577371904231,5.152517601484766,-0.05228577371904231,7.1674823985152365
127,2018-05-09,0.0,47.9,73.5,0.17,60.5,581.0,2.0,0.16,0.3199143588656929,0.05118629741851087,5.203703898903276,-0.05118629741851087,7.116296101096726
128,2018-05-10,0.0,42.2,76.2,0.16,58.8,528.0,1.5,0.15,0.3232460681739736,0.04848691022609604,5.252190809129372,-0.04848691022609604,7.06780919087063
129,2018-05-11,0.0,44.0,84.6,0.21,65.0,596.0,2.5,0.19,0.32657777748225425,0.062049777721628306,5.3142405868510005,-0.062049777721628306,7.0057594131490015
130,2018-05-12,0.0,52.1,81.4,0.2,64.0,587.0,3.7,0.18,0.32990948679053494,0.059383707622296285,5.373624294473297,-0.059383707622296285,6.946375705526705
131,2018-05-13,0.0,53.2,69.2,0.12,58.2,401.0,3.7,0.11,0.33324119609881564,0.03665653157086972,5.410280826044167,-0.03665653157086972,6.9097191739558355
132,2018-05-14,0.0,52.0,65.7,0.12,56.4,425.0,3.0,0.11,0.33657290540709633,0.0370230195947806,5.447303845638947,-0.0370230195947806,6.872696154361055
133,2018-05-15,0.0,51.7,68.5,0.13,58.0,459.0,2.7,0.13,0.33990461471537703,0.04418759991299902,5.491491445551946,-0.04418759991299902,6.828508554448056
134,2018-05-16,0.0,45.3,69.5,0.13,57.3,441.0,4.2,0.13,0.34323632402365767,0.044620722123075496,5.536112167675022,-0.044620722123075496,6.7838878323249805
135,2018-05-17,0.0,43.1,72.7,0.18,57.2,583.0,3.1,0.16,0.34656803333193836,0.05545088533311014,5.591563053008132,-0.05545088533311014,6.72843694699187
136,2018-05-18,0.0,43.7,70.0,0.15,55.6,527.0,2.7,0.14,0.36585154773444317,0.05121921668282205,5.642782269690954,-0.05121921668282205,6.677217730309048
137,2018-05-19,0.0,43.7,70.6,0.17,56.5,597.0,2.5,0.16,0.3851350621369479,0.06162160994191167,5.704403879632866,-0.06162160994191167,6.615596120367136
138,2018-05-20,0.0,43.2,70.2,0.15,56.3,518.0,2.3,0.14,0.40441857653945273,0.05661860071552339,5.76102248034839,-0.05661860071552339,6.558977519651612
139,2018-05-21,0.0,42.1,71.7,0.18,57.0,594.0,3.3,0.16,0.42370209094195754,0.0677923345507132,5.828814814899103,-0.0677923345507132,6.491185185100899
140,2018-05-22,0.0,48.7,68.2,0.12,57.1,425.0,4.4,0.1,0.4429856053444623,0.04429856053444623,5.873113375433549,-0.04429856053444623,6.446886624566453
141,2018-05-23,0.0,53.9,62.0,0.04,56.9,188.0,4.2,0.05,0.4622691197469671,0.023113455987348357,5.896226831420898,-0.023113455987348357,6.423773168579104
142,2018-05-24,0.0,51.7,66.9,0.12,57.6,409.0,4.6,0.11,0.4815526341494719,0.05297078975644191,5.94919762117734,-0.05297078975644191,6.370802378822662
143,2018-05-25,0.0,52.8,64.6,0.05,57.1,216.0,3.7,0.05,0.5008361485519767,0.025041807427598834,5.974239428604938,-0.025041807427598834,6.345760571395064
144,2018-05-26,0.0,46.6,69.8,0.14,59.2,471.0,2.4,0.13,0.5055128479264646,0.0657166702304404,6.039956098835378,-0.0657166702304404,6.280043901164624
145,2018-05-27,0.0,44.1,79.5,0.19,61.6,599.0,3.2,0.18,0.5101895473009526,0.09183411851417146,6.1317902173495495,-0.09183411851417146,6.1882097826504525
146,2018-05-28,0.0,48.3,89.0,0.22,66.3,600.0,3.5,0.21,0.5148662466754405,0.1081219118018425,6.239912129151392,-0.1081219118018425,6.08008787084861
147,2018-05-29,0.0,49.6,80.0,0.21,64.0,610.0,3.5,0.19,0.5195429460499283,0.09871315974948638,6.338625288900879,-0.09871315974948638,5.981374711099123
148,2018-05-30,0.0,45.2,69.4,0.18,56.7,550.0,5.5,0.16,0.5242196454244163,0.08387514326790661,6.4225004321687855,-0.08387514326790661,5.8974995678312165
149,2018-05-31,0.0,44.8,70.0,0.19,57.1,605.0,3.7,0.17,0.5288963447989042,0.08991237861581372,6.512412810784599,-0.08991237861581372,5.807587189215403
150,2018-06-01,0.0,40.4,81.3,0.19,60.3,605.0,1.9,0.18,0.5335730441733922,0.0960431479512106,6.608455958735809,-0.0960431479512106,5.711544041264193
151,2018-06-02,0.0,46.3,89.3,0.23,67.0,624.0,2.7,0.22,0.5382497435478801,0.11841494358053363,6.726870902316342,-0.11841494358053363,5.59312909768366
152,2018-06-03,0.0,51.6,83.9,0.19,65.9,596.0,1.8,0.18,0.5403732665316324,0.09726718797569384,6.8241380902920366,-0.09726718797569384,5.4958619097079655
153,2018-06-04,0.0,44.2,78.9,0.2,61.6,612.0,2.2,0.19,0.5424967895153848,0.10307439000792312,6.92721248029996,-0.10307439000792312,5.392787519700042
154,2018-06-05,0.0,39.5,73.6,0.18,58.2,612.0,1.6,0.17,0.5446203124991371,0.09258545312485332,7.019797933424813,-0.09258545312485332,5.300202066575189
155,2018-06-06,0.0,43.0,73.3,0.17,57.8,592.0,1.6,0.16,0.5467438354828895,0.08747901367726232,7.107276947102075,-0.08747901367726232,5.212723052897927
156,2018-06-07,0.0,44.4,75.8,0.18,59.6,599.0,1.5,0.17,0.5488673584666418,0.09330745093932911,7.2005843980414035,-0.09330745093932911,5.119415601958599
157,2018-06-08,0.0,41.2,80.6,0.19,61.7,601.0,2.0,0.18,0.5509908814503941,0.09917835866107093,7.299762756702474,-0.09917835866107093,5.020237243297528
158,2018-06-09,0.0,49.5,73.0,0.17,62.1,558.0,1.7,0.16,0.5531144044341465,0.08849830470946345,7.388261061411938,-0.08849830470946345,4.931738938588064
159,2018-06-10,0.0,40.0,76.2,0.19,59.1,610.0,1.9,0.18,0.5552379274178988,0.09994282693522177,7.48820388834716,-0.09994282693522177,4.831796111652842
160,2018-06-11,0.0,44.1,84.8,0.21,64.8,614.0,2.0,0.2,0.5605094108227321,0.11210188216454642,7.6003057705117065,-0.11210188216454642,4.7196942294882955
161,2018-06-12,0.0,48.8,86.7,0.21,66.5,606.0,2.7,0.2,0.5657808942275655,0.1131561788455131,7.713461949357219,-0.1131561788455131,4.606538050642783
162,2018-06-13,0.0,48.1,88.5,0.22,65.9,612.0,3.1,0.21,0.5710523776323988,0.11992099930280374,7.833382948660023,-0.11992099930280374,4.486617051339979
163,2018-06-14,0.0,48.5,71.1,0.18,59.8,585.0,3.7,0.16,0.5763238610372321,0.09221181776595713,7.92559476642598,-0.09221181776595713,4.394405233574022
164,2018-06-15,0.0,46.8,66.3,0.18,58.5,595.0,6.7,0.15,0.5815953444420655,0.08723930166630982,8.012834068092289,-0.08723930166630982,4.307165931907712
165,2018-06-16,0.0,44.3,75.6,0.19,58.3,602.0,4.9,0.17,0.5868668278468988,0.0997673607339728,8.112601428826261,-0.0997673607339728,4.20739857117374
166,2018-06-17,0.0,49.9,70.7,0.16,61.1,488.0,4.9,0.14,0.5921383112517322,0.08289936357524252,8.195500792401504,-0.08289936357524252,4.124499207598498
167,2018-06-18,0.0,51.0,77.4,0.18,62.1,542.0,4.4,0.17,0.5974097946565655,0.10155966509161614,8.297060457493119,-0.10155966509161614,4.022939542506881
168,2018-06-19,0.0,50.0,79.8,0.18,60.5,552.0,4.0,0.16,0.5941000097786238,0.0950560015645798,8.392116459057698,-0.0950560015645798,3.9278835409423016
169,2018-06-20,0.0,42.9,77.7,0.19,60.1,573.0,4.3,0.18,0.5907902249006821,0.10634224048212278,8.498458699539821,-0.10634224048212278,3.821541300460179
170,2018-06-21,0.0,38.7,78.2,0.2,59.5,615.0,3.6,0.18,0.5874804400227405,0.10574647920409327,8.604205178743914,-0.10574647920409327,3.7157948212560856
171,2018-06-22,0.0,47.4,91.2,0.22,66.8,613.0,3.0,0.21,0.5841706551447987,0.12267583758040773,8.726881016324322,-0.12267583758040773,3.593118983675678
172,2018-06-23,0.0,51.8,93.7,0.23,71.6,615.0,2.9,0.23,0.580860870266857,0.1335980001613771,8.8604790164857,-0.1335980001613771,3.4595209835143006
173,2018-06-24,0.0,49.1,82.0,0.2,65.2,598.0,4.0,0.19,0.5775510853889153,0.1097347062238939,8.970213722709593,-0.1097347062238939,3.3497862772904066
174,2018-06-25,0.0,51.3,70.9,0.16,61.5,507.0,5.5,0.14,0.5742413005109737,0.08039378207153632,9.050607504781128,-0.08039378207153632,3.26939249521887
175,2018-06-26,0.0,44.7,73.0,0.19,59.2,605.0,4.1,0.17,0.5709315156330319,0.09705835765761543,9.147665862438744,-0.09705835765761543,3.1723341375612546
176,2018-06-27,0.0,42.1,68.3,0.17,56.1,541.0,4.4,0.14,0.5736467893520864,0.0803105505092921,9.227976412948037,-0.0803105505092921,3.0920235870519623
177,2018-06-28,0.0,42.4,78.3,0.2,61.6,597.0,3.1,0.19,0.5763620630711407,0.10950879198351673,9.337485204931554,-0.10950879198351673,2.9825147950684454
178,2018-06-29,0.0,48.0,81.0,0.2,64.4,592.0,2.8,0.19,0.5790773367901951,0.11002469399013708,9.447509898921691,-0.11002469399013708,2.8724901010783084
179,2018-06-30,0.0,51.0,83.7,0.2,66.5,589.0,2.0,0.19,0.5817926105092495,0.1105405959967574,9.558050494918449,-0.1105405959967574,2.761949505081551
180,2018-07-01,0.0,48.8,78.6,0.16,61.9,485.0,3.4,0.14,0.5845078842283039,0.08183110379196255,9.639881598710412,-0.08183110379196255,2.6801184012895884
181,2018-07-02,0.0,53.1,71.5,0.14,61.1,440.0,4.6,0.13,0.5872231579473584,0.07633901053315659,9.71622060924357,-0.07633901053315659,2.603779390756432
182,2018-07-03,0.0,53.0,71.4,0.17,61.4,515.0,5.2,0.15,0.5899384316664127,0.0884907647499619,9.80471137399353,-0.0884907647499619,2.51528862600647
183,2018-07-04,0.0,45.2,71.5,0.14,59.4,441.0,3.6,0.13,0.5926537053854671,0.07704498170011073,9.881756355693641,-0.07704498170011073,2.4382436443063593
184,2018-07-05,0.0,42.2,85.4,0.2,62.3,573.0,3.2,0.18,0.5884669436848285,0.10592404986326913,9.98768040555691,-0.10592404986326913,2.3323195944430903
185,2018-07-06,0.0,54.6,90.0,0.13,68.6,378.0,2.2,0.14,0.5842801819841901,0.08179922547778662,10.069479631034696,-0.08179922547778662,2.2505203689653035
186,2018-07-07,0.0,48.2,87.0,0.2,67.7,528.0,2.8,0.19,0.5800934202835515,0.11021774985387478,10.179697380888571,-0.11021774985387478,2.140302619111429
187,2018-07-08,0.0,45.6,84.8,0.22,64.9,586.0,3.2,0.2,0.5759066585829129,0.11518133171658258,10.294878712605154,-0.11518133171658258,2.0251212873948465
188,2018-07-09,0.0,44.2,92.1,0.21,68.4,580.0,2.0,0.19,0.5717198968822743,0.10862678040763211,10.403505493012787,-0.10862678040763211,1.9164945069872144
189,2018-07-10,0.0,48.3,91.5,0.21,69.6,583.0,2.7,0.2,0.5675331351816357,0.11350662703632715,10.517012120049115,-0.11350662703632715,1.8029878799508872
190,2018-07-11,0.0,50.7,78.2,0.16,63.3,515.0,3.0,0.15,0.5633463734809973,0.08450195602214959,10.601514076071265,-0.08450195602214959,1.7184859239287376
191,2018-07-12,0.0,49.0,80.5,0.19,65.1,529.0,4.1,0.17,0.5591596117803587,0.09505713400266098,10.696571210073925,-0.09505713400266098,1.6234287899260766
192,2018-07-13,0.0,59.2,89.3,0.18,71.2,477.0,3.4,0.18,0.556977704136677,0.10025598674460186,10.796827196818526,-0.10025598674460186,1.5231728031814749
193,2018-07-14,0.0,57.1,83.9,0.19,66.3,539.0,4.3,0.17,0.5547957964929953,0.09431528540380921,10.891142482222335,-0.09431528540380921,1.4288575177776657
194,2018-07-15,0.0,55.4,81.7,0.18,65.0,513.0,5.2,0.17,0.5526138888493136,0.09394436110438333,10.98508684332672,-0.09394436110438333,1.3349131566732824
195,2018-07-16,0.0,53.5,83.7,0.18,64.6,509.0,4.3,0.16,0.550431981205632,0.08806911699290111,11.073155960319621,-0.08806911699290111,1.2468440396803813
196,2018-07-17,0.0,51.2,79.1,0.17,63.2,508.0,3.9,0.15,0.5482500735619503,0.08223751103429254,11.155393471353914,-0.08223751103429254,1.1646065286460887
197,2018-07-18,0.0,48.9,78.5,0.17,62.7,512.0,3.6,0.15,0.5460681659182687,0.0819102248877403,11.237303696241655,-0.0819102248877403,1.0826963037583484
198,2018-07-19,0.0,48.0,78.9,0.17,62.5,518.0,3.4,0.16,0.5438862582745869,0.0870218013239339,11.324325497565589,-0.0870218013239339,0.9956745024344145
199,2018-07-20,0.0,48.5,80.0,0.18,64.0,514.0,4.4,0.16,0.5417043506309053,0.08667269610094484,11.410998193666533,-0.08667269610094484,0.9090018063334696
200,2018-07-21,0.0,58.1,83.7,0.18,68.5,487.0,5.3,0.17,0.5417043506309053,0.0920897396072539,11.503087933273786,-0.0920897396072539,0.8169120667262157
201,2018-07-22,0.0,58.5,85.4,0.19,68.2,518.0,4.9,0.18,0.5417043506309053,0.09750678311356295,11.600594716387349,-0.09750678311356295,0.7194052836126528
202,2018-07-23,0.0,56.0,87.3,0.19,66.6,532.0,4.1,0.18,0.5417043506309053,0.09750678311356295,11.698101499500911,-0.09750678311356295,0.6218985004990898
203,2018-07-24,0.0,51.8,87.2,0.19,66.3,524.0,3.8,0.18,0.5417043506309053,0.09750678311356295,11.795608282614474,-0.09750678311356295,0.5243917173855268
204,2018-07-25,0.0,52.0,92.4,0.19,67.2,532.0,3.0,0.18,0.5417043506309053,0.09750678311356295,11.893115065728036,-0.09750678311356295,0.42688493427196383
205,2018-07-26,0.0,49.2,78.8,0.18,62.1,526.0,4.3,0.16,0.5417043506309053,0.08667269610094484,11.97978776182898,-0.08667269610094484,0.340212238171019
206,2018-07-27,0.0,50.2,72.9,0.17,60.1,525.0,4.2,0.15,0.5417043506309053,0.08125565259463578,12.061043414423617,-0.08125565259463578,0.2589565855763832
207,2018-07-28,0.0,46.5,74.6,0.14,60.0,464.0,2.8,0.13,0.5417043506309053,0.07042156558201769,12.131464980005635,-0.07042156558201769,0.1885350199943655
208,2018-07-29,0.0,44.9,73.2,0.13,59.4,439.0,3.4,0.12,0.5417043506309053,0.06500452207570863,12.196469502081344,-0.06500452207570863,0.12353049791865688
209,2018-07-30,0.0,45.3,74.6,0.14,60.2,457.0,3.7,0.13,0.5417043506309053,0.07042156558201769,12.266891067663362,-0.07042156558201769,0.053108932336639186
210,2018-07-31,0.0,48.3,74.1,0.15,61.3,466.0,3.6,0.13,0.5417043506309053,0.07042156558201769,12.33731263324538,-0.07042156558201769,-0.017312633245378503
211,2018-08-01,0.0,47.4,74.8,0.15,60.1,498.0,2.7,0.14,0.5417043506309053,0.07583860908832675,12.413151242333708,-0.07583860908832675,-0.09315124233370525
212,2018-08-02,0.0,45.0,76.4,0.15,60.0,497.0,2.7,0.14,0.5417043506309053,0.07583860908832675,12.488989851422035,-0.07583860908832675,-0.168989851422032
213,2018-08-03,0.0,45.2,83.6,0.16,63.2,487.0,2.3,0.15,0.5417043506309053,0.08125565259463578,12.570245504016672,-0.08125565259463578,-0.2502455040166678
214,2018-08-04,0.0,51.0,90.3,0.18,67.6,525.0,1.6,0.17,0.5417043506309053,0.0920897396072539,12.662335243623925,-0.0920897396072539,-0.3423352436239217
215,2018-08-05,0.0,46.7,81.4,0.16,62.5,490.0,2.0,0.15,0.5417043506309053,0.08125565259463578,12.743590896218562,-0.08125565259463578,-0.4235908962185575
216,2018-08-06,0.0,46.5,91.3,0.17,65.2,507.0,1.8,0.17,0.5417043506309053,0.0920897396072539,12.835680635825815,-0.0920897396072539,-0.5156806358258114
217,2018-08-07,0.0,44.9,73.3,0.13,59.6,442.0,1.9,0.13,0.5417043506309053,0.07042156558201769,12.906102201407833,-0.07042156558201769,-0.5861022014078291
218,2018-08-08,0.0,51.0,78.2,0.12,61.8,396.0,2.7,0.11,0.5417043506309053,0.05958747856939958,12.965689679977233,-0.05958747856939958,-0.6456896799772287
219,2018-08-09,0.0,48.3,86.8,0.15,64.5,456.0,2.1,0.14,0.5417043506309053,0.07583860908832675,13.04152828906556,-0.07583860908832675,-0.7215282890655554
220,2018-08-10,0.0,44.5,92.7,0.17,65.6,499.0,2.2,0.16,0.5417043506309053,0.08667269610094484,13.128200985166504,-0.08667269610094484,-0.8082009851665003
